Date,solar.rad_1,wind_speed,gust_speed,temp_F,RH,solar.rad_2,rain_in,snowdepth_in,current
2019-07-16 03:30:00,0.6,0,0,45.624,90.7,0.6,0,-4.25,0.0063
2019-07-16 04:00:00,0.6,0,0,44.991,91,0.6,0,-4.25,0.0063
2019-07-16 04:30:00,0.6,0,0,44.674,90.9,0.6,0,-4.25,0.0063
2019-07-16 05:00:00,0.6,0,0,43.808,92,0.6,0,-4.25,0.0063
2019-07-16 05:30:00,0.6,0,0,43.306,93,0.6,0,-4.12,0.0063
2019-07-16 06:00:00,4.4,0,0,43.075,92.8,0.6,0,-3.88,0.0063
2019-07-16 06:30:00,20.6,0,0,43.214,93.1,3.1,0,-4.25,0.0063
2019-07-16 07:00:00,30.6,0,0,44.719,92.3,4.4,0,-4,0.0063
2019-07-16 07:30:00,58.1,0,0,47.154,91.3,10.6,0,-4.12,0.0063
2019-07-16 08:00:00,103.1,0,0,52.597,87.8,16.9,0,-4.37,0.0063
2019-07-16 08:30:00,58.1,0,0,56.34,85.4,15.6,0,-4.37,0.0063
2019-07-16 09:00:00,191.9,0,1.12,62.704,77,38.1,0,-4.12,0.0063
2019-07-16 09:30:00,215.6,0,2.26,71.231,54.7,36.9,0,-4.87,0.0063
2019-07-16 10:00:00,806.9,0,4.5,70.502,52.5,139.4,0,-4.75,0.0063
2019-07-16 10:30:00,904.4,0.56,4.5,74.424,45.5,154.4,0,-5.37,0.0063
2019-07-16 11:00:00,974.4,0.56,5.08,77.117,41.2,159.4,0,-5.86,0.0063
2019-07-16 11:30:00,1068.1,0.56,5.08,79.041,39,168.1,0,-5.37,0.0063
2019-07-16 12:00:00,1244.4,0.56,5.64,78.733,36.6,191.9,0,-5.24,0.0063
2019-07-16 12:30:00,1226.9,1.12,4.5,79.831,36.3,188.1,0,-5.24,0.0063
2019-07-16 13:00:00,164.4,0.56,4.5,78.165,35.8,26.9,0,-5.86,0.0063
2019-07-16 13:30:00,1168.1,0,4.5,83.646,35.6,183.1,0,-5.24,0.0063
2019-07-16 14:00:00,1136.9,0.56,6.76,81.819,35.6,178.1,0,-4.62,0.0063
2019-07-16 14:30:00,1058.1,1.7,10.13,79.7,38.2,164.4,0,-4.37,0.0063
2019-07-16 15:00:00,925.6,1.12,7.31,79.173,38.5,123.1,0,-5.37,0.0063
2019-07-16 15:30:00,834.4,1.12,6.76,80.139,38.7,79.4,0,-4.87,0.0063
2019-07-16 16:00:00,75.6,1.12,7.31,76.899,40.7,25.6,0,-5.24,0.0063
2019-07-16 16:30:00,319.4,1.7,8.46,76.681,43,30.6,0,-5.24,0.0063
2019-07-16 17:00:00,196.9,1.12,7.9,76.725,44.2,33.1,0,-5.24,0.0063
2019-07-16 17:30:00,188.1,1.12,7.9,75.074,45.4,40.6,0,-4.99,0.0063
2019-07-16 18:00:00,89.4,0.56,7.31,75.204,46.2,38.1,0,-4.87,0.0063
2019-07-16 18:30:00,39.4,0,6.2,73.04,48.5,8.1,0,-4.99,0.0063
2019-07-16 19:00:00,26.9,0,3.38,71.748,52,4.4,0,-5.12,0.0063
2019-07-16 19:30:00,19.4,0,2.82,70.201,54.9,3.1,0,-4.87,0.0063
2019-07-16 20:00:00,10.6,0,2.82,68.698,57.1,0.6,0,-4.62,0.0063
2019-07-16 20:30:00,0.6,0,1.12,66.258,61.3,0.6,0,-4.5,0.0063
2019-07-16 21:00:00,0.6,0,0,63.219,66.5,0.6,0,-4.37,0.0063
2019-07-16 21:30:00,0.6,0,0,61.333,69.5,0.6,0,-4.25,0.0063
2019-07-16 22:00:00,0.6,0,0,59.358,71.8,0.6,0,-4.12,0.0063
2019-07-16 22:30:00,0.6,0,0,57.16,76,0.6,0,-4,0.0063
2019-07-16 23:00:00,0.6,0,0,55.819,77.9,0.6,0,-4,0.0063
2019-07-16 23:30:00,0.6,0,0,54.516,80.6,0.6,0,-4.12,0.0063
2019-07-17 00:00:00,0.6,0,0,53.384,83,0.6,0,-3.75,0.0063
2019-07-17 00:30:00,0.6,0,0,52.072,85.9,0.6,0,-3.88,0.0063
2019-07-17 01:00:00,0.6,0,0,51.282,87.3,0.6,0,-4,0.0063
2019-07-17 01:30:00,0.6,0,0,50.4,89,0.6,0,-3.88,0.0063
2019-07-17 02:00:00,0.6,0,0,49.383,90.1,0.6,0,-3.88,0.0063
2019-07-17 02:30:00,0.6,0,0,48.762,89.9,0.6,0,-3.88,0.0063
2019-07-17 03:00:00,0.6,0,0,47.647,91.8,0.6,0,-3.88,0.0063
2019-07-17 03:30:00,0.6,0,0,47.289,92.6,0.6,0,-4,0.0063
2019-07-17 04:00:00,0.6,0,0,46.301,93.3,0.6,0,-3.75,0.0063
2019-07-17 04:30:00,0.6,0,0,45.806,93.4,0.6,0,-3.75,0.0063
2019-07-17 05:00:00,0.6,0,0,45.127,94.4,0.6,0,-4.12,0.0063
2019-07-17 05:30:00,0.6,0,0,44.31,94.6,0.6,0,-4,0.0063
2019-07-17 06:00:00,3.1,0,0,43.9,95,0.6,0,-4,0.0063
2019-07-17 06:30:00,6.9,0,0,43.671,94.5,0.6,0,-3.75,0.0063
2019-07-17 07:00:00,14.4,0,0,44.355,94.8,1.9,0,-3.88,0.0063
2019-07-17 07:30:00,26.9,0,0,46.796,94.9,4.4,0,-4.12,0.0063
2019-07-17 08:00:00,114.4,0,0,52.86,93.8,25.6,0,-4.37,0.0063
2019-07-17 08:30:00,50.6,0,0.56,56.858,90.6,14.4,0,-4.25,0.0063
2019-07-17 09:00:00,254.4,0,1.7,63.99,74.4,35.6,0,-4.5,0.0063
2019-07-17 09:30:00,741.9,0,3.38,70.502,58.8,120.6,0,-5.12,0.0063
2019-07-17 10:00:00,826.9,0,5.08,73.861,49.9,143.1,0,-5.37,0.0063
2019-07-17 10:30:00,909.4,0.56,6.76,73.256,43.6,155.6,0,-4.75,0.0063
2019-07-17 11:00:00,994.4,1.12,7.31,77.77,40.1,161.9,0,-4.99,0.0063
2019-07-17 11:30:00,1085.6,0.56,3.94,80.227,34.3,169.4,0,-4.62,0.0063
2019-07-17 12:00:00,1149.4,0.56,4.5,82.263,33.5,174.4,0,-5.24,0.0063
2019-07-17 12:30:00,1170.6,0.56,4.5,81.909,30.1,178.1,0,-5.12,0.0063
2019-07-17 13:00:00,1161.9,0.56,5.08,84.407,30.2,178.1,0,-5.24,0.0063
2019-07-17 13:30:00,1124.4,1.7,6.2,82.931,37.4,174.4,0,-5.12,0.0063
2019-07-17 14:00:00,1114.4,1.12,6.2,82.841,37.2,173.1,0,-5.61,0.0063
2019-07-17 14:30:00,980.6,1.7,10.13,81.864,39.3,151.9,0,-5.49,0.0063
2019-07-17 15:00:00,921.9,1.7,10.13,81.909,40.6,121.9,0,-5.37,0.0063
2019-07-17 15:30:00,843.1,1.12,7.31,81.154,41.4,81.9,0,-5.49,0.0063
2019-07-17 16:00:00,63.1,0.56,7.31,79.7,42.5,23.1,0,-4.25,0.0063
2019-07-17 16:30:00,254.4,1.12,7.9,79.128,41.8,30.6,0,-5.24,0.0063
2019-07-17 17:00:00,195.6,0.56,4.5,78.953,40.9,33.1,0,-4.87,0.0063
2019-07-17 17:30:00,174.4,1.12,9.01,78.602,40,41.9,0,-5.61,0.0063
2019-07-17 18:00:00,89.4,0,3.94,78.777,41.1,40.6,0,-5.74,0.0063
2019-07-17 18:30:00,31.9,0.56,6.2,75.81,43.5,6.9,0,-5.37,0.0063
2019-07-17 19:00:00,21.9,0,3.94,74.381,46.6,4.4,0,-4.99,0.0063
2019-07-17 19:30:00,15.6,0,2.82,73.04,49.3,1.9,0,-4.87,0.0063
2019-07-17 20:00:00,8.1,0,3.38,71.274,53.7,0.6,0,-4.87,0.0063
2019-07-17 20:30:00,0.6,0,1.12,68.999,59.6,0.6,0,-4.99,0.0063
2019-07-17 21:00:00,0.6,0,0,65.615,65.4,0.6,0,-4.75,0.0063
2019-07-17 21:30:00,0.6,0,0,63.433,70.4,0.6,0,-4.87,0.0063
2019-07-17 22:00:00,0.6,0,0,62.062,73.1,0.6,0,-4.75,0.0063
2019-07-17 22:30:00,0.6,0,0,58.928,78.8,0.6,0,-4.62,0.0063
2019-07-17 23:00:00,0.6,0,0,57.376,79.8,0.6,0,-4.5,0.0063
2019-07-17 23:30:00,0.6,0,0,55.558,84.5,0.6,0,-4.62,0.0063
2019-07-18 00:00:00,0.6,0,0,54.082,88.9,0.6,0,-4.37,0.0063
2019-07-18 00:30:00,0.6,0,0,53.253,87.9,0.6,0,-4.5,0.0063
2019-07-18 01:00:00,0.6,0,0,51.984,89.7,0.6,0,-4.5,0.0063
2019-07-18 01:30:00,0.6,0,0,50.752,91.1,0.6,0,-4.5,0.0063
2019-07-18 02:00:00,0.6,0,0,50.047,91.7,0.6,0,-4.25,0.0063
2019-07-18 02:30:00,0.6,0,0,49.161,92.2,0.6,0,-4.12,0.0063
2019-07-18 03:00:00,0.6,0,0,48.493,92.7,0.6,0,-4.12,0.0063
2019-07-18 03:30:00,0.6,0,0,47.512,94,0.6,0,-4.37,0.0063
2019-07-18 04:00:00,0.6,0,0,46.841,93.7,0.6,0,-4.12,0.0063
2019-07-18 04:30:00,0.6,0,0,46.076,93.6,0.6,0,-3.75,0.0063
2019-07-18 05:00:00,0.6,0,0,46.031,94.2,0.6,0,-3.88,0.0063
2019-07-18 05:30:00,0.6,0,0,45.262,94.5,0.6,0,-3.88,0.0063
2019-07-18 06:00:00,3.1,0,0,44.991,94.7,0.6,0,-3.88,0.0063
2019-07-18 06:30:00,6.9,0,0,44.582,95.1,0.6,0,-4,0.0063
2019-07-18 07:00:00,13.1,0,0,45.444,95.2,1.9,0,-3.75,0.0063
2019-07-18 07:30:00,25.6,0,0,48.094,95.4,4.4,0,-4,0.0063
2019-07-18 08:00:00,86.9,0,0,53.908,93.8,25.6,0,-4.25,0.0063
2019-07-18 08:30:00,50.6,0,0,57.679,90.6,14.4,0,-4.37,0.0063
2019-07-18 09:00:00,305.6,0,1.7,64.589,73.9,34.4,0,-4.37,0.0063
2019-07-18 09:30:00,719.4,0,2.82,70.115,60.6,116.9,0,-5.12,0.0063
2019-07-18 10:00:00,808.1,0,2.82,73.083,52.1,138.1,0,-5.37,0.0063
2019-07-18 10:30:00,886.9,0.56,5.08,74.511,49.6,151.9,0,-5.24,0.0063
2019-07-18 11:00:00,975.6,0.56,5.08,77.509,46.8,159.4,0,-5.24,0.0063
2019-07-18 11:30:00,1093.1,0,3.94,78.822,45,171.9,0,-5.49,0.0063
2019-07-18 12:00:00,1171.9,0.56,5.64,81.73,44.8,179.4,0,-5.24,0.0063
2019-07-18 12:30:00,1150.6,1.12,6.2,80.272,41.5,174.4,0,-5.61,0.0063
2019-07-18 13:00:00,1165.6,1.7,9.57,80.361,41.3,179.4,0,-5.49,0.0063
2019-07-18 13:30:00,1164.4,1.12,7.9,82.886,37.7,180.6,0,-4.99,0.0063
2019-07-18 14:00:00,1130.6,1.7,8.46,82.085,40.3,175.6,0,-5.37,0.0063
2019-07-18 14:30:00,1055.6,1.12,6.76,80.58,40.3,163.1,0,-5.37,0.0063
2019-07-18 15:00:00,939.4,1.7,9.01,82.798,40.3,120.6,0,-5.74,0.0063
2019-07-18 15:30:00,850.6,1.12,6.2,81.376,41.5,83.1,0,-5.12,0.0063
2019-07-18 16:00:00,60.6,1.12,12.39,78.471,44.9,23.1,0,-4.75,0.0063
2019-07-18 16:30:00,104.4,0.56,7.31,78.559,43.9,26.9,0,-4.87,0.0063
2019-07-18 17:00:00,163.1,0.56,6.2,77.292,42.5,31.9,0,-5.12,0.0063
2019-07-18 17:30:00,129.4,1.12,9.01,76.899,41.7,40.6,0,-5.12,0.0063
2019-07-18 18:00:00,91.9,0.56,5.64,76.507,40.5,40.6,0,-5.74,0.0063
2019-07-18 18:30:00,34.4,0,6.2,73.602,42.4,8.1,0,-4.75,0.0063
2019-07-18 19:00:00,24.4,0.56,7.9,72.48,42.6,4.4,0,-4.99,0.0063
2019-07-18 19:30:00,15.6,0,5.08,70.201,46.3,1.9,0,-4.87,0.0063
2019-07-18 20:00:00,8.1,0,1.7,67.242,51.7,0.6,0,-4.87,0.0063
2019-07-18 20:30:00,0.6,0,0,63.133,55.8,0.6,0,-4.75,0.0063
2019-07-18 21:00:00,0.6,0,0,59.873,59.9,0.6,0,-4.75,0.0063
2019-07-18 21:30:00,0.6,0,0,56.599,62.5,0.6,0,-4.5,0.0063
2019-07-18 22:00:00,0.6,0,0,54.43,66.1,0.6,0,-4.37,0.0063
2019-07-18 22:30:00,0.6,0,0,52.378,71.8,0.6,0,-4.37,0.0063
2019-07-18 23:00:00,0.6,0,0,50.621,75.1,0.6,0,-4.37,0.0063
2019-07-18 23:30:00,0.6,0,0,49.116,77.9,0.6,0,-4.25,0.0063
2019-07-19 00:00:00,0.6,0,0,48.405,78.4,0.6,0,-4.12,0.0063
2019-07-19 00:30:00,0.6,0,0,47.064,81.4,0.6,0,-4.12,0.0063
2019-07-19 01:00:00,0.6,0,0,46.166,83,0.6,0,-4.12,0.0063
2019-07-19 01:30:00,0.6,0,0,44.946,86.1,0.6,0,-4,0.0063
2019-07-19 02:00:00,0.6,0,0,44.492,86,0.6,0,-4.12,0.0063
2019-07-19 02:30:00,0.6,0,0,43.671,87.2,0.6,0,-3.88,0.0063
2019-07-19 03:00:00,0.6,0,0,43.122,88.2,0.6,0,-4.12,0.0063
2019-07-19 03:30:00,0.6,0,0,42.386,88.9,0.6,0,-4.12,0.0063
2019-07-19 04:00:00,0.6,0,0,41.97,89.1,0.6,0,-3.75,0.0063
2019-07-19 04:30:00,0.6,0,0,41.369,90.1,0.6,0,-4,0.0063
2019-07-19 05:00:00,0.6,0,0,40.811,90.8,0.6,0,-3.88,0.0063
2019-07-19 05:30:00,0.6,0,0,40.485,91.4,0.6,0,-3.88,0.0063
2019-07-19 06:00:00,3.1,0,0,39.97,92.1,0.6,0,-3.88,0.0063
2019-07-19 06:30:00,6.9,0,0,40.111,92.2,0.6,0,-4,0.0063
2019-07-19 07:00:00,13.1,0,0,40.858,91.9,1.9,0,-4,0.0063
2019-07-19 07:30:00,25.6,0,0,43.122,91.7,4.4,0,-3.88,0.0063
2019-07-19 08:00:00,63.1,0,0,49.649,87.1,24.4,0,-4.37,0.0063
2019-07-19 08:30:00,51.9,0,0,54.037,83.5,14.4,0,-4.37,0.0063
2019-07-19 09:00:00,388.1,0,0,59.659,76.4,33.1,0,-4.62,0.0063
2019-07-19 09:30:00,734.4,0,2.26,68.443,53.3,119.4,0,-5.49,0.0063
2019-07-19 10:00:00,821.9,0,3.94,72.567,45.9,140.6,0,-5.61,0.0063
2019-07-19 10:30:00,906.9,0,2.82,77.072,37.7,155.6,0,-5.37,0.0063
2019-07-19 11:00:00,991.9,0,3.94,79.173,36.3,163.1,0,-5.24,0.0063
2019-07-19 11:30:00,1079.4,1.12,6.2,78.822,36,169.4,0,-5.86,0.0063
2019-07-19 12:00:00,1146.9,0.56,5.08,80.227,35.8,175.6,0,-5.12,0.0063
2019-07-19 12:30:00,1169.4,1.12,7.31,82.218,33.6,178.1,0,-5.37,0.0063
2019-07-19 13:00:00,1179.4,1.12,7.9,81.687,30.6,181.9,0,-5.49,0.0063
2019-07-19 13:30:00,1163.1,1.12,6.76,82.085,28.7,181.9,0,-5.37,0.0063
2019-07-19 14:00:00,1126.9,1.7,6.76,82.575,31.8,175.6,0,-5.49,0.0063
2019-07-19 14:30:00,1050.6,1.12,7.9,81.952,32.2,160.6,0,-5.61,0.0063
2019-07-19 15:00:00,936.9,1.12,9.01,81.952,33.9,120.6,0,-5.74,0.0063
2019-07-19 15:30:00,846.9,1.12,7.9,80.802,35.4,83.1,0,-5.24,0.0063
2019-07-19 16:00:00,59.4,1.12,7.31,78.91,38.2,23.1,0,-4.99,0.0063
2019-07-19 16:30:00,103.1,0.56,6.2,79.92,38.6,26.9,0,-4.62,0.0063
2019-07-19 17:00:00,109.4,1.12,9.01,78.165,41,30.6,0,-5.12,0.0063
2019-07-19 17:30:00,86.9,0,3.94,77.203,40.2,39.4,0,-5.37,0.0063
2019-07-19 18:00:00,128.1,0.56,5.08,75.985,40.9,39.4,0,-5.37,0.0063
2019-07-19 18:30:00,31.9,0,3.94,74.077,44.3,6.9,0,-4.99,0.0063
2019-07-19 19:00:00,23.1,0,5.08,72.523,46.6,4.4,0,-4.99,0.0063
2019-07-19 19:30:00,15.6,0,3.94,70.974,48.8,1.9,0,-5.12,0.0063
2019-07-19 20:00:00,6.9,0,3.38,68.742,51.6,0.6,0,-4.37,0.0063
2019-07-19 20:30:00,0.6,0,0,64.76,58.7,0.6,0,-4.62,0.0063
2019-07-19 21:00:00,0.6,0,0,61.59,62.3,0.6,0,-4.25,0.0063
2019-07-19 21:30:00,0.6,0,0,59.099,66.4,0.6,0,-4.25,0.0063
2019-07-19 22:00:00,0.6,0,0,56.556,71.3,0.6,0,-4.12,0.0063
2019-07-19 22:30:00,0.6,0,0,54.777,74.3,0.6,0,-3.88,0.0063
2019-07-19 23:00:00,0.6,0,0,52.817,78.2,0.6,0,-3.88,0.0063
2019-07-19 23:30:00,0.6,0,0,51.193,81.5,0.6,0,-3.63,0.0063
2019-07-20 00:00:00,0.6,0,0,50.311,83.4,0.6,0,-3.88,0.0063
2019-07-20 00:30:00,0.6,0,0,48.762,85.6,0.6,0,-3.75,0.0063
2019-07-20 01:00:00,0.6,0,0,47.647,88.2,0.6,0,-4.12,0.0063
2019-07-20 01:30:00,0.6,0,0,46.436,89.3,0.6,0,-3.75,0.0063
2019-07-20 02:00:00,0.6,0,0,45.444,90.8,0.6,0,-4.12,0.0063
2019-07-20 02:30:00,0.6,0,0,44.764,91.1,0.6,0,-4.12,0.0063
2019-07-20 03:00:00,0.6,0,0,43.945,91.6,0.6,0,-3.88,0.0063
2019-07-20 03:30:00,0.6,0,0,43.351,92.2,0.6,0,-3.88,0.0063
2019-07-20 04:00:00,0.6,0,0,42.57,93.2,0.6,0,-3.63,0.0063
2019-07-20 04:30:00,0.6,0,0,42.064,93,0.6,0,-3.63,0.0063
2019-07-20 05:00:00,0.6,0,0,41.463,93.6,0.6,0,-3.63,0.0063
2019-07-20 05:30:00,0.6,0,0,41.184,93.3,0.6,0,-3.88,0.0063
2019-07-20 06:00:00,3.1,0,0,40.764,93.7,0.6,0,-3.88,0.0063
2019-07-20 06:30:00,5.6,0,0,40.579,94,0.6,0,-3.75,0.0063
2019-07-20 07:00:00,11.9,0,0,41.369,93.8,1.9,0,-3.88,0.0063
2019-07-20 07:30:00,24.4,0,0,44.218,94.1,4.4,0,-3.75,0.0063
2019-07-20 08:00:00,80.6,0,0,50.709,90.7,24.4,0,-4.37,0.0063
2019-07-20 08:30:00,49.4,0,0,54.777,88.7,14.4,0,-3.88,0.0063
2019-07-20 09:00:00,531.9,0,3.38,64.288,70.1,34.4,0,-4.62,0.0063
2019-07-20 09:30:00,746.9,0,3.38,69.256,58.3,120.6,0,-5.12,0.0063
2019-07-20 10:00:00,831.9,0,6.76,72.221,50.3,141.9,0,-4.99,0.0063
2019-07-20 10:30:00,908.1,0.56,7.31,75.074,43.8,155.6,0,-5.12,0.0063
2019-07-20 11:00:00,995.6,0,3.94,78.076,39.2,163.1,0,-5.86,0.0063
2019-07-20 11:30:00,1083.1,0.56,3.94,80.537,37.6,201.9,0,-5.24,0.0063
2019-07-20 12:00:00,1143.1,0.56,4.5,83.021,35.1,176.9,0,-5.12,0.0063
2019-07-20 12:30:00,1169.4,0.56,4.5,81.554,34.1,179.4,0,-5.74,0.0063
2019-07-20 13:00:00,1170.6,1.12,6.76,81.819,38.8,181.9,0,-5.12,0.0063
2019-07-20 13:30:00,1163.1,1.12,5.64,83.109,35.2,183.1,0,-5.74,0.0063
2019-07-20 14:00:00,1121.9,1.12,7.9,83.914,35.7,176.9,0,-5.37,0.0063
2019-07-20 14:30:00,1043.1,1.12,7.9,83.109,36.6,161.9,0,-5.61,0.0063
2019-07-20 15:00:00,924.4,1.7,9.01,82.175,37.7,116.9,0,-5.37,0.0063
2019-07-20 15:30:00,840.6,1.7,9.01,81.509,38.7,81.9,0,-5.61,0.0063
2019-07-20 16:00:00,63.1,0.56,7.31,78.69,40.7,23.1,0,-4.75,0.0063
2019-07-20 16:30:00,128.1,0.56,5.64,79.435,41.2,26.9,0,-5.37,0.0063
2019-07-20 17:00:00,121.9,0.56,6.76,77.639,42,30.6,0,-5.24,0.0063
2019-07-20 17:30:00,63.1,0.56,4.5,77.509,42.4,38.1,0,-5.37,0.0063
2019-07-20 18:00:00,166.9,0.56,6.2,77.639,42.6,40.6,0,-5.61,0.0063
2019-07-20 18:30:00,33.1,0,5.08,75.333,44.7,6.9,0,-5.12,0.0063
2019-07-20 19:00:00,23.1,0,3.94,73.602,47.1,4.4,0,-4.99,0.0063
2019-07-20 19:30:00,15.6,0,2.26,71.447,50.1,1.9,0,-4.99,0.0063
2019-07-20 20:00:00,8.1,0,0.56,69.3,54.5,0.6,0,-5.12,0.0063
2019-07-20 20:30:00,0.6,0,0,66,59.4,0.6,0,-4.75,0.0063
2019-07-20 21:00:00,0.6,0,0.56,63.732,62.9,0.6,0,-4.87,0.0063
2019-07-20 21:30:00,0.6,0,0,60.39,68,0.6,0,-4.87,0.0063
2019-07-20 22:00:00,0.6,0,0,57.85,72.5,0.6,0,-4.75,0.0063
2019-07-20 22:30:00,0.6,0,0,56.122,76.6,0.6,0,-4.87,0.0063
2019-07-20 23:00:00,0.6,0,0,54.3,81.4,0.6,0,-4.5,0.0063
2019-07-20 23:30:00,0.6,0,0,53.078,82.5,0.6,0,-4.75,0.0063
2019-07-21 00:00:00,0.6,0,0,51.633,85.2,0.6,0,-4.5,0.0063
2019-07-21 00:30:00,0.6,0,0,50.356,88.1,0.6,0,-4.37,0.0063
2019-07-21 01:00:00,0.6,0,0,49.604,87.7,0.6,0,-4.5,0.0063
2019-07-21 01:30:00,0.6,0,0,48.717,89.5,0.6,0,-4.25,0.0063
2019-07-21 02:00:00,0.6,0,0,47.914,91.4,0.6,0,-4.25,0.0063
2019-07-21 02:30:00,0.6,0,0,47.467,91.5,0.6,0,-4.25,0.0063
2019-07-21 03:00:00,0.6,0,0,46.706,92.8,0.6,0,-4.25,0.0063
2019-07-21 03:30:00,0.6,0,0,46.256,93,0.6,0,-4.12,0.0063
2019-07-21 04:00:00,0.6,0,0,45.714,93,0.6,0,-3.75,0.0063
2019-07-21 04:30:00,0.6,0,0,45.262,93.4,0.6,0,-3.88,0.0063
2019-07-21 05:00:00,0.6,0,0,44.856,93.9,0.6,0,-3.88,0.0063
2019-07-21 05:30:00,0.6,0,0,44.4,94.4,0.6,0,-3.88,0.0063
2019-07-21 06:00:00,1.9,0,0,43.853,95.1,0.6,0,-3.75,0.0063
2019-07-21 06:30:00,6.9,0,0,43.579,94.9,0.6,0,-3.5,0.0063
2019-07-21 07:00:00,13.1,0,0,44.674,94.6,1.9,0,-3.63,0.0063
2019-07-21 07:30:00,24.4,0,0,46.974,94.7,4.4,0,-3.63,0.0063
2019-07-21 08:00:00,108.1,0,0,53.865,92.6,23.1,0,-4.12,0.0063
2019-07-21 08:30:00,49.4,0,0,57.074,87.6,13.1,0,-4,0.0063
2019-07-21 09:00:00,579.4,0,0,62.276,80.9,33.1,0,-4.75,0.0063
2019-07-21 09:30:00,721.9,0,1.7,70.846,61.3,116.9,0,-5.61,0.0063
2019-07-21 10:00:00,810.6,0,1.7,75.42,48.9,138.1,0,-5.86,0.0063
2019-07-21 10:30:00,883.1,0,3.38,77.378,41.6,153.1,0,-5.86,0.0063
2019-07-21 11:00:00,970.6,0.56,5.08,79.788,38.8,160.6,0,-5.74,0.0063
2019-07-21 11:30:00,1060.6,0.56,4.5,80.713,37,169.4,0,-5.74,0.0063
2019-07-21 12:00:00,1131.9,0.56,7.31,82.841,36.7,174.4,0,-5.49,0.0063
2019-07-21 12:30:00,1136.9,0.56,5.64,82.353,37.1,175.6,0,-5.74,0.0063
2019-07-21 13:00:00,446.9,1.12,6.2,79.084,40.4,73.1,0,-5.86,0.0063
2019-07-21 13:30:00,1191.9,1.12,6.2,81.642,40,190.6,0,-5.49,0.0063
2019-07-21 14:00:00,638.1,1.12,6.76,78.822,42.7,105.6,0,-5.12,0.0063
2019-07-21 14:30:00,901.9,0.56,6.2,81.066,43.1,145.6,0,-5.61,0.0063
2019-07-21 15:00:00,923.1,0.56,7.9,80.096,42.1,129.4,0,-5.49,0.0063
2019-07-21 15:30:00,854.4,1.12,6.2,80.713,41,88.1,0,-5.37,0.0063
2019-07-21 16:00:00,60.6,1.12,6.76,79.261,41.7,23.1,0,-5.24,0.0063
2019-07-21 16:30:00,103.1,1.12,8.46,79.524,41.9,29.4,0,-5.24,0.0063
2019-07-21 17:00:00,124.4,0.56,6.2,79.347,38.4,23.1,0,-5.49,0.0063
2019-07-21 17:30:00,183.1,0,3.38,77.945,39.8,40.6,0,-5.49,0.0063
2019-07-21 18:00:00,159.4,0,7.31,78.559,36.5,41.9,0,-5.49,0.0063
2019-07-21 18:30:00,29.4,0,3.94,75.16,40.5,5.6,0,-5.37,0.0063
2019-07-21 19:00:00,60.6,0,1.7,73.645,45.1,10.6,0,-5.12,0.0063
2019-07-21 19:30:00,23.1,0,2.26,72.221,48.2,3.1,0,-5.12,0.0063
2019-07-21 20:00:00,19.4,0,0,70.072,54.2,3.1,0,-5.24,0.0063
2019-07-21 20:30:00,0.6,0,0,66.772,60.9,0.6,0,-4.87,0.0063
2019-07-21 21:00:00,0.6,0,0,63.648,65.1,0.6,0,-4.87,0.0063
2019-07-21 21:30:00,0.6,0,0,61.119,68.7,0.6,0,-4.62,0.0063
2019-07-21 22:00:00,0.6,0,0,58.152,75.1,0.6,0,-4.75,0.0063
2019-07-21 22:30:00,0.6,0,0,55.992,81.3,0.6,0,-4.75,0.0063
2019-07-21 23:00:00,0.6,0,0,54.561,81.1,0.6,0,-4.75,0.0063
2019-07-21 23:30:00,0.6,0,0,53.298,83.1,0.6,0,-4.62,0.0063
2019-07-22 00:00:00,0.6,0,0,51.633,87.4,0.6,0,-4.5,0.0063
2019-07-22 00:30:00,0.6,0,0,51.105,87.6,0.6,0,-4.62,0.0063
2019-07-22 01:00:00,0.6,0,0,50.4,88.3,0.6,0,-4.37,0.0063
2019-07-22 01:30:00,0.6,0,0,49.383,89.2,0.6,0,-4.62,0.0063
2019-07-22 02:00:00,0.6,0,0,48.85,89.7,0.6,0,-4.5,0.0063
2019-07-22 02:30:00,0.6,0,0,48.094,89.7,0.6,0,-4.37,0.0063
2019-07-22 03:00:00,0.6,0,0,47.019,90.5,0.6,0,-4.25,0.0063
2019-07-22 03:30:00,0.6,0,0,45.941,92.3,0.6,0,-4.37,0.0063
2019-07-22 04:00:00,0.6,0,0,45.127,92.9,0.6,0,-4.25,0.0063
2019-07-22 04:30:00,0.6,0,0,44.4,93.1,0.6,0,-4,0.0063
2019-07-22 05:00:00,0.6,0,0,43.808,93.3,0.6,0,-3.88,0.0063
2019-07-22 05:30:00,0.6,0,0,43.03,93.7,0.6,0,-4.37,0.0063
2019-07-22 06:00:00,0.6,0,0,42.433,94.6,0.6,0,-4.12,0.0063
2019-07-22 06:30:00,5.6,0,0,42.433,94.3,0.6,0,-4.37,0.0063
2019-07-22 07:00:00,11.9,0,0,42.8,94.5,0.6,0,-4.25,0.0063
2019-07-22 07:30:00,23.1,0,0,45.489,94.5,4.4,0,-4.37,0.0063
2019-07-22 08:00:00,113.1,0,0,52.203,91,21.9,0,-4.87,0.0063
2019-07-22 08:30:00,48.1,0,0,55.992,89.1,13.1,0,-4.75,0.0063
2019-07-22 09:00:00,570.6,0,3.38,62.447,76.9,33.1,0,-4.62,0.0063
