Date,solar.rad_1,solar.rad_2,wind_speed,gust_speed,temp_F,RH,rain_in,snowdepth_in,current
2019-09-04 17:30:00,114.4,43.1,0,2.26,81.509,28.8,NA,-8.59,0.0063
2019-09-04 18:00:00,148.1,30.6,0,2.26,81.554,29.1,0,-9.09,0.0063
2019-09-04 18:30:00,101.9,20.6,0,2.82,79.788,31.3,0,-10.33,0.0063
2019-09-04 19:00:00,34.4,6.9,0,0,75.16,39.6,0,-10.33,0.0063
2019-09-04 19:30:00,0.6,0.6,0,0,71.017,48.9,0,-10.21,0.0063
2019-09-04 20:00:00,0.6,0.6,0,0,67.798,54.6,0,-10.33,0.0063
2019-09-04 20:30:00,0.6,0.6,0,0,65.444,59.3,0,-9.96,0.0063
2019-09-04 21:00:00,0.6,0.6,0,0,63.648,61.9,0,-9.59,0.0063
2019-09-04 21:30:00,0.6,0.6,0,0,62.875,63.7,0,-9.84,0.0063
2019-09-04 22:00:00,0.6,0.6,0,0,61.462,66.1,0,-9.96,0.0063
2019-09-04 22:30:00,0.6,0.6,0,0,60.132,68.5,0,-9.84,0.0063
2019-09-04 23:00:00,0.6,0.6,0,0,57.936,70.3,0,-9.59,0.0063
2019-09-04 23:30:00,0.6,0.6,0,0,56.815,71.9,0,-9.46,0.0063
2019-09-05 00:00:00,0.6,0.6,0,0,57.893,72.1,0,-9.46,0.0063
2019-09-05 00:30:00,0.6,0.6,0,0,57.549,71.5,0,-9.71,0.0063
2019-09-05 01:00:00,0.6,0.6,0,0,57.247,72.7,0,-9.46,0.0063
2019-09-05 01:30:00,0.6,0.6,0,0,56.901,73.6,0,-9.46,0.0063
2019-09-05 02:00:00,0.6,0.6,0,0,56.685,73.4,0,-9.59,0.0063
2019-09-05 02:30:00,0.6,0.6,0,0,54.3,75.3,0,-9.71,0.0063
2019-09-05 03:00:00,0.6,0.6,0,0,52.686,78.7,0,-9.84,0.0063
2019-09-05 03:30:00,0.6,0.6,0,0,53.035,80.2,0,-9.71,0.0063
2019-09-05 04:00:00,0.6,0.6,0,0,52.203,80.4,0,-9.71,0.0063
2019-09-05 04:30:00,0.6,0.6,0,0,52.772,81.1,0,-9.59,0.0063
2019-09-05 05:00:00,0.6,0.6,0,0,51.017,81.8,0,-9.59,0.0063
2019-09-05 05:30:00,0.6,0.6,0,0,49.338,84.5,0,-9.59,0.0063
2019-09-05 06:00:00,0.6,0.6,0,0,48.182,86.5,0,-9.46,0.0063
2019-09-05 06:30:00,0.6,0.6,0,0,47.109,88.3,0,-9.59,0.0063
2019-09-05 07:00:00,9.4,0.6,0,0,46.751,89.4,0,-9.46,0.0063
2019-09-05 07:30:00,18.1,3.1,0,0,47.377,89.7,0,-9.59,0.0063
2019-09-05 08:00:00,16.9,3.1,0,0,49.249,89.3,0,-9.59,0.0063
2019-09-05 08:30:00,34.4,9.4,0,0,52.16,88.4,0,-9.59,0.0063
2019-09-05 09:00:00,55.6,19.4,0,0,57.247,86.5,0,-9.59,0.0063
2019-09-05 09:30:00,349.4,50.6,0,0,64.204,83.2,0,-9.46,0.0063
2019-09-05 10:00:00,211.9,45.6,0,1.12,73.861,70.4,0,-9.84,0.0063
2019-09-05 10:30:00,141.9,74.4,0,2.26,76.636,51.6,0,-9.71,0.0063
2019-09-05 11:00:00,158.1,39.4,0,7.31,78.296,44.7,0,-9.96,0.0063
2019-09-05 11:30:00,859.4,141.9,0,3.94,77.684,43,0,-9.34,0.0063
2019-09-05 12:00:00,436.9,90.6,0,5.08,78.514,43.8,0,-9.59,0.0063
2019-09-05 12:30:00,1034.4,216.9,0,6.2,85.352,39.6,0,-10.7,0.0063
2019-09-05 13:00:00,1210.6,249.4,0.56,9.01,80.449,36.1,0,-9.96,0.0063
2019-09-05 13:30:00,193.1,40.6,0.56,7.9,78.777,37.7,0,-9.46,0.0063
2019-09-05 14:00:00,251.9,51.9,0.56,6.2,78.076,38.1,0,-9.34,0.0063
2019-09-05 14:30:00,158.1,31.9,0,6.2,76.942,41,0,-9.21,0.0063
2019-09-05 15:00:00,216.9,44.4,0,3.38,75.204,40.6,0,-9.59,0.0063
2019-09-05 15:30:00,140.6,28.1,0,5.64,75.767,41.1,0,-9.84,0.0063
2019-09-05 16:00:00,104.4,21.9,0,6.2,74.813,43.1,0,-9.34,0.0063
2019-09-05 16:30:00,113.1,21.9,0,6.2,74.77,42.7,0,-9.09,0.0063
2019-09-05 17:00:00,70.6,14.4,0,7.31,73.602,42.6,0,-9.21,0.0063
2019-09-05 17:30:00,108.1,43.1,0.56,6.2,76.246,41,0,-9.71,0.0063
2019-09-05 18:00:00,84.4,18.1,0,6.2,74.034,41.3,0,-9.84,0.0063
2019-09-05 18:30:00,53.1,11.9,0,3.94,72.869,42.1,0,-9.46,0.0063
2019-09-05 19:00:00,29.4,5.6,0,0.56,70.93,46,0,-9.21,0.0063
2019-09-05 19:30:00,4.4,0.6,0,0,66.814,52.1,0,-8.97,0.0063
2019-09-05 20:00:00,0.6,0.6,0,0,62.661,60.3,0,-8.84,0.0063
2019-09-05 20:30:00,0.6,0.6,0,0,60.39,68.4,0,-8.72,0.0063
2019-09-05 21:00:00,0.6,0.6,0,0,57.807,72.6,0,-8.72,0.0063
2019-09-05 21:30:00,0.6,0.6,0,0,56.295,76,0,-8.84,0.0063
2019-09-05 22:00:00,0.6,0.6,0,0,54.126,77.8,0,-8.97,0.0063
2019-09-05 22:30:00,0.6,0.6,0,0,52.554,80.5,0,-9.46,0.0063
2019-09-05 23:00:00,0.6,0.6,0,0,51.193,82.2,0,-9.09,0.0063
2019-09-05 23:30:00,0.6,0.6,0,0,49.959,84,0,-9.34,0.0063
2019-09-06 00:00:00,0.6,0.6,0,0,48.805,85.2,0,-9.59,0.0063
2019-09-06 00:30:00,0.6,0.6,0,0,47.781,86.4,0,-9.59,0.0063
2019-09-06 01:00:00,0.6,0.6,0,0,46.706,87.6,0,-9.59,0.0063
2019-09-06 01:30:00,0.6,0.6,0,0,46.301,89.3,0,-9.46,0.0063
2019-09-06 02:00:00,0.6,0.6,0,0,45.444,90.2,0,-9.46,0.0063
2019-09-06 02:30:00,0.6,0.6,0,0,44.537,90.7,0,-9.34,0.0063
2019-09-06 03:00:00,0.6,0.6,0,0,43.763,91.4,0,-9.34,0.0063
2019-09-06 03:30:00,0.6,0.6,0,0,42.755,92.5,0,-9.21,0.0063
2019-09-06 04:00:00,0.6,0.6,0,0,41.74,93.5,0,-9.09,0.0063
2019-09-06 04:30:00,0.6,0.6,0,0,41.137,94.1,0,-9.21,0.0063
2019-09-06 05:00:00,0.6,0.6,0,0,40.392,94.4,0,-9.09,0.0063
2019-09-06 05:30:00,0.6,0.6,0,0,39.69,94.8,0,-9.34,0.0063
2019-09-06 06:00:00,0.6,0.6,0,0,39.031,95.1,0,-9.34,0.0063
2019-09-06 06:30:00,0.6,0.6,0,0,38.131,95.5,0,-9.21,0.0063
2019-09-06 07:00:00,5.6,0.6,0,0,37.798,95.6,0,-9.21,0.0063
2019-09-06 07:30:00,10.6,1.9,0,0,38.368,95.9,0,-9.34,0.0063
2019-09-06 08:00:00,16.9,4.4,0,0,40.017,96.1,0,-9.34,0.0063
2019-09-06 08:30:00,26.9,8.1,0,0,43.306,96.5,0,-9.46,0.0063
2019-09-06 09:00:00,38.1,19.4,0,0,49.516,96.4,0,-9.59,0.0063
2019-09-06 09:30:00,443.1,54.4,0,0,58.712,94.1,0,-9.46,0.0063
2019-09-06 10:00:00,284.4,69.4,0,1.7,69.17,67.7,0,-9.46,0.0063
2019-09-06 10:30:00,223.1,71.9,0,4.5,71.49,37.9,0,-9.21,0.0063
2019-09-06 11:00:00,84.4,73.1,0,5.08,72.997,29.2,0,-8.97,0.0063
2019-09-06 11:30:00,898.1,133.1,0.56,6.76,75.29,24.1,0,-9.09,0.0063
2019-09-06 12:00:00,956.9,191.9,0.56,6.76,78.777,19.9,0,-10.58,0.0063
2019-09-06 12:30:00,999.4,209.4,1.12,9.01,79.876,17.2,0,-9.59,0.0063
2019-09-06 13:00:00,1029.4,210.6,1.12,11.27,81.597,13.8,0,-9.21,0.0063
2019-09-06 13:30:00,1035.6,203.1,1.7,10.69,83.556,13,0,-10.46,0.0063
2019-09-06 14:00:00,1015.6,191.9,1.12,8.46,83.691,12.9,0,-9.84,0.0063
2019-09-06 14:30:00,963.1,186.9,1.12,9.57,82.486,13.2,0,-9.59,0.0063
2019-09-06 15:00:00,908.1,159.4,1.12,7.31,82.841,13.6,0,-10.21,0.0063
2019-09-06 15:30:00,138.1,48.1,1.12,6.76,80.537,14.6,0,-9.71,0.0063
2019-09-06 16:00:00,156.9,39.4,0.56,8.46,79.743,15.8,0,-9.84,0.0063
2019-09-06 16:30:00,563.1,34.4,1.12,7.9,78.251,16.4,0,-9.34,0.0063
2019-09-06 17:00:00,61.9,39.4,1.12,9.01,77.815,16.6,0,-9.84,0.0063
2019-09-06 17:30:00,169.4,39.4,0.56,8.46,77.072,17.2,0,-9.59,0.0063
2019-09-06 18:00:00,156.9,29.4,0.56,10.13,75.985,17.1,0,-9.71,0.0063
2019-09-06 18:30:00,48.1,10.6,0,4.5,72.869,18.8,0,-9.71,0.0063
2019-09-06 19:00:00,9.4,1.9,0,2.26,67.071,23.1,0,-9.46,0.0063
2019-09-06 19:30:00,1.9,0.6,0,0,59.788,32.8,0,-8.97,0.0063
2019-09-06 20:00:00,0.6,0.6,0,0,54.777,41.1,0,-8.84,0.0063
2019-09-06 20:30:00,0.6,0.6,0,0,51.501,45.2,0,-8.72,0.0063
2019-09-06 21:00:00,0.6,0.6,0,0,49.294,49.6,0,-8.72,0.0063
2019-09-06 21:30:00,0.6,0.6,0,0,46.841,51.9,0,-8.47,0.0063
2019-09-06 22:00:00,0.6,0.6,0,0,45.172,55.4,0,-8.47,0.0063
2019-09-06 22:30:00,0.6,0.6,0,0,43.579,57,0,-8.35,0.0063
2019-09-06 23:00:00,0.6,0.6,0,0,42.017,59.6,0,-8.47,0.0063
2019-09-06 23:30:00,0.6,0.6,0,0,40.626,61.5,0,-8.35,0.0063
2019-09-07 00:00:00,0.6,0.6,0,0,39.69,63.9,0,-8.35,0.0063
2019-09-07 00:30:00,0.6,0.6,0,0,38.511,65.6,0,-8.22,0.0063
2019-09-07 01:00:00,0.6,0.6,0,0,37.702,68,0,-8.22,0.0063
2019-09-07 01:30:00,0.6,0.6,0,0,37.225,69.5,0,-8.22,0.0063
2019-09-07 02:00:00,0.6,0.6,0,0,36.939,71.7,0,-8.22,0.0063
2019-09-07 02:30:00,0.6,0.6,0,0,37.035,72.4,0,-8.22,0.0063
2019-09-07 03:00:00,0.6,0.6,0,0,35.976,73.7,0,-8.22,0.0063
2019-09-07 03:30:00,0.6,0.6,0,0,35.298,75.6,0,-8.1,0.0063
2019-09-07 04:00:00,0.6,0.6,0,0,35.443,77,0,-8.1,0.0063
2019-09-07 04:30:00,0.6,0.6,0,0,35.055,77.9,0,-8.1,0.0063
2019-09-07 05:00:00,0.6,0.6,0,0,34.223,79.6,0,-7.97,0.0063
2019-09-07 05:30:00,0.6,0.6,0,0,34.371,80.8,0,-7.97,0.0063
2019-09-07 06:00:00,0.6,0.6,0,0,34.027,82.1,0,-7.97,0.0063
2019-09-07 06:30:00,1.9,0.6,0,0,33.633,83.7,0,-7.97,0.0063
2019-09-07 07:00:00,13.1,1.9,0,0,34.027,84.8,0,-8.1,0.0063
2019-09-07 07:30:00,40.6,8.1,0,0,36.072,84.6,0,-8.1,0.0063
2019-09-07 08:00:00,44.4,9.4,0,0,39.549,82.3,0,-8.1,0.0063
2019-09-07 08:30:00,61.9,13.1,0,0,42.294,79.4,0,-8.35,0.0063
2019-09-07 09:00:00,103.1,26.9,0,0,47.826,78.8,0,-8.22,0.0063
2019-09-07 09:30:00,216.9,44.4,0,0,54.212,72.8,0,-8.59,0.0063
2019-09-07 10:00:00,275.6,50.6,0,1.12,63.475,61.2,0,-8.97,0.0063
2019-09-07 10:30:00,195.6,53.1,0,1.7,66.9,50.6,0,-9.34,0.0063
2019-09-07 11:00:00,193.1,55.6,0,1.12,69.728,46.8,0,-9.34,0.0063
2019-09-07 11:30:00,703.1,121.9,0,4.5,71.877,42.2,0,-9.59,0.0063
2019-09-07 12:00:00,361.9,74.4,0,4.5,72.48,40.1,0,-9.96,0.0063
2019-09-07 12:30:00,595.6,124.4,0.56,5.08,74.077,39.4,0,-9.34,0.0063
2019-09-07 13:00:00,465.6,96.9,0,5.08,74.034,37.6,0,-9.09,0.0063
2019-09-07 13:30:00,430.6,86.9,0.56,5.08,75.204,36.6,0,-10.83,0.0063
2019-09-07 14:00:00,580.6,115.6,0.56,5.08,75.074,34.8,0,-9.59,0.0063
2019-09-07 14:30:00,531.9,105.6,0.56,6.76,74.424,33.6,0,-9.46,0.0063
2019-09-07 15:00:00,898.1,160.6,0.56,6.76,78.382,31.8,0,-10.46,0.0063
2019-09-07 15:30:00,171.9,49.4,1.12,8.46,74.77,29.9,0,-9.96,0.0063
2019-09-07 16:00:00,193.1,45.6,0.56,8.46,73.299,32.2,0,-9.59,0.0063
2019-09-07 16:30:00,193.1,40.6,0,5.08,71.62,33.4,0,-9.46,0.0063
2019-09-07 17:00:00,191.9,44.4,0,4.5,72.093,32.1,0,-9.59,0.0063
2019-09-07 17:30:00,215.6,59.4,0,4.5,72.136,29.7,0,-9.59,0.0063
2019-09-07 18:00:00,193.1,30.6,0.56,5.64,70.372,26.9,0,-9.46,0.0063
2019-09-07 18:30:00,55.6,10.6,0.56,5.64,67.158,28.4,0,-9.34,0.0063
2019-09-07 19:00:00,16.9,3.1,0,6.2,63.732,32.7,0,-9.21,0.0063
2019-09-07 19:30:00,1.9,0.6,0,2.26,60.991,35.9,0,-9.21,0.0063
2019-09-07 20:00:00,0.6,0.6,0,1.7,56.469,35.8,0,-8.84,0.0063
2019-09-07 20:30:00,0.6,0.6,0,0,50.223,42.8,0,-8.72,0.0063
2019-09-07 21:00:00,0.6,0.6,0,0,46.481,51,0,-8.72,0.0063
2019-09-07 21:30:00,0.6,0.6,0,0,43.763,55.7,0,-8.97,0.0063
2019-09-07 22:00:00,0.6,0.6,0,0,41.322,60.1,0,-8.97,0.0063
2019-09-07 22:30:00,0.6,0.6,0,0,39.877,63.1,0,-8.84,0.0063
2019-09-07 23:00:00,0.6,0.6,0,0,38.7,65.4,0,-8.72,0.0063
2019-09-07 23:30:00,0.6,0.6,0,0,37.369,68.3,0,-8.84,0.0063
2019-09-08 00:00:00,0.6,0.6,0,0,36.698,70.3,0,-8.72,0.0063
2019-09-08 00:30:00,0.6,0.6,0,0,36.025,72,0,-8.59,0.0063
2019-09-08 01:00:00,0.6,0.6,0,0,35.103,73.5,0,-8.59,0.0063
2019-09-08 01:30:00,0.6,0.6,0,0,34.468,75.1,0,-8.35,0.0063
2019-09-08 02:00:00,0.6,0.6,0,0,33.978,76.6,0,-8.22,0.0063
2019-09-08 02:30:00,0.6,0.6,0,0,33.584,78.2,0,-8.35,0.0063
2019-09-08 03:00:00,0.6,0.6,0,0,33.138,79.2,0,-8.47,0.0063
2019-09-08 03:30:00,0.6,0.6,0,0,32.641,81,0,-8.59,0.0063
2019-09-08 04:00:00,0.6,0.6,0,0,32.193,81.9,0,-8.59,0.0063
2019-09-08 04:30:00,0.6,0.6,0,0,31.842,82.7,0,-8.47,0.0063
2019-09-08 05:00:00,0.6,0.6,0,0,31.138,84.4,0,-8.59,0.0063
2019-09-08 05:30:00,0.6,0.6,0,0,30.58,85.8,0,-8.47,0.0063
2019-09-08 06:00:00,0.6,0.6,0,0,29.867,87,0,-8.35,0.0063
2019-09-08 06:30:00,0.6,0.6,0,0,29.406,87.9,0,-8.35,0.0063
2019-09-08 07:00:00,5.6,0.6,0,0,29.304,88.6,0,-8.35,0.0063
2019-09-08 07:30:00,13.1,1.9,0,0,29.867,89.4,0,-8.35,0.0063
2019-09-08 08:00:00,20.6,4.4,0,0,32.243,89.8,0,-8.1,0.0063
2019-09-08 08:30:00,30.6,9.4,0,0,36.169,89.6,0,-7.97,0.0063
2019-09-08 09:00:00,43.1,21.9,0,0,42.57,87.8,0,-7.97,0.0063
2019-09-08 09:30:00,413.1,53.1,0,0,52.817,81.5,0,-8.47,0.0063
2019-09-08 10:00:00,408.1,65.6,0,1.7,59.099,63.4,0,-8.84,0.0063
2019-09-08 10:30:00,228.1,69.4,0,2.82,60.303,54.4,0,-9.21,0.0063
2019-09-08 11:00:00,68.1,71.9,0,3.38,61.891,52.6,0,-9.96,0.0063
2019-09-08 11:30:00,855.6,128.1,0.56,4.5,64.288,49.8,0,-9.84,0.0063
2019-09-08 12:00:00,910.6,180.6,0.56,6.76,66.686,45.5,0,-9.84,0.0063
2019-09-08 12:30:00,941.9,195.6,1.12,6.76,68.913,43.3,0,-9.46,0.0063
2019-09-08 13:00:00,974.4,199.4,0.56,6.2,70.803,40.6,0,-9.71,0.0063
2019-09-08 13:30:00,985.6,191.9,1.12,6.2,72.653,35.6,0,-9.34,0.0063
2019-09-08 14:00:00,958.1,179.4,0.56,7.31,72.567,32.5,0,-10.08,0.0063
2019-09-08 14:30:00,919.4,176.9,0.56,6.2,72.007,33.1,0,-9.09,0.0063
2019-09-08 15:00:00,865.6,149.4,0.56,7.31,71.92,33.4,0,-9.21,0.0063
2019-09-08 15:30:00,99.4,46.9,0.56,6.2,68.828,35.8,0,-8.84,0.0063
2019-09-08 16:00:00,59.4,39.4,1.12,7.9,68.4,37.6,0,-9.71,0.0063
2019-09-08 16:30:00,168.1,33.1,1.12,9.01,68.142,38.4,0,-9.84,0.0063
2019-09-08 17:00:00,95.6,36.9,0.56,6.76,67.627,38.1,0,-9.96,0.0063
2019-09-08 17:30:00,78.1,35.6,0.56,7.31,66.13,38.2,0,-9.59,0.0063
2019-09-08 18:00:00,249.4,26.9,0.56,9.01,65.273,40.4,0,-9.59,0.0063
2019-09-08 18:30:00,40.6,9.4,0.56,6.76,62.748,42.2,0,-9.96,0.0063
2019-09-08 19:00:00,14.4,3.1,0,4.5,60.604,44.1,0,-9.59,0.0063
2019-09-08 19:30:00,0.6,0.6,0,2.26,58.325,44.5,0,-9.34,0.0063
2019-09-08 20:00:00,0.6,0.6,0,0.56,53.166,48.5,0,-9.21,0.0063
2019-09-08 20:30:00,0.6,0.6,0,1.12,50.886,54.8,0,-8.97,0.0063
2019-09-08 21:00:00,0.6,0.6,0,0,48.493,60.2,0,-8.84,0.0063
2019-09-08 21:30:00,0.6,0.6,0,0,45.851,65.9,0,-8.84,0.0063
2019-09-08 22:00:00,0.6,0.6,0,0,43.9,70.3,0,-8.84,0.0063
2019-09-08 22:30:00,0.6,0.6,0,0,42.109,73.4,0,-9.09,0.0063
2019-09-08 23:00:00,0.6,0.6,0,0,40.951,76.4,0,-9.21,0.0063
2019-09-08 23:30:00,0.6,0.6,0,0,39.783,79.5,0,-9.09,0.0063
2019-09-09 00:00:00,0.6,0.6,0,0,38.842,81.8,0,-9.34,0.0063
2019-09-09 00:30:00,0.6,0.6,0,0,37.798,83.5,0,-9.46,0.0063
2019-09-09 01:00:00,0.6,0.6,0,0,37.13,85.4,0,-8.97,0.0063
2019-09-09 01:30:00,0.6,0.6,0,0,36.217,86.4,0,-9.09,0.0063
2019-09-09 02:00:00,0.6,0.6,0,0,35.443,87.5,0,-9.21,0.0063
2019-09-09 02:30:00,0.6,0.6,0,0,34.907,88.2,0,-9.34,0.0063
2019-09-09 03:00:00,0.6,0.6,0,0,34.32,89.1,0,-9.09,0.0063
2019-09-09 03:30:00,0.6,0.6,0,0,33.732,89.7,0,-9.34,0.0063
2019-09-09 04:00:00,0.6,0.6,0,0,33.435,90.6,0,-9.09,0.0063
2019-09-09 04:30:00,0.6,0.6,0,0,34.761,91,0,-9.09,0.0063
2019-09-09 05:00:00,0.6,0.6,0,0,33.386,90.7,0,-9.09,0.0063
2019-09-09 05:30:00,0.6,0.6,0,0,32.491,91,0,-8.97,0.0063
2019-09-09 06:00:00,0.6,0.6,0,0,31.642,91.8,0,-8.97,0.0063
2019-09-09 06:30:00,0.6,0.6,0,0,31.44,92.4,0,-8.72,0.0063
2019-09-09 07:00:00,14.4,3.1,0,0,31.642,92.9,0,-8.72,0.0063
2019-09-09 07:30:00,31.9,6.9,0,0,33.831,93.1,0,-8.84,0.0063
2019-09-09 08:00:00,70.6,15.6,0,0,37.225,92.8,0,-9.21,0.0063
2019-09-09 08:30:00,85.6,18.1,0,0,41.648,90.9,0,-9.46,0.0063
2019-09-09 09:00:00,143.1,35.6,0,0,46.931,87.9,0,-9.21,0.0063
2019-09-09 09:30:00,251.9,48.1,0,0,53.384,81.2,0,-9.34,0.0063
2019-09-09 10:00:00,198.1,43.1,0,1.12,56.035,73.4,0,-10.08,0.0063
2019-09-09 10:30:00,273.1,61.9,0,3.38,57.893,68.5,0,-9.96,0.0063
2019-09-09 11:00:00,225.6,61.9,0,4.5,58.885,63.6,0,-9.71,0.0063
2019-09-09 11:30:00,926.9,149.4,0,5.64,62.962,61.3,0,-10.08,0.0063
2019-09-09 12:00:00,1004.4,200.6,0.56,5.08,62.148,56.2,0,-9.96,0.0063
2019-09-09 12:30:00,1005.6,210.6,0,3.94,65.574,52.5,0,-10.08,0.0063
2019-09-09 13:00:00,148.1,29.4,0.56,6.2,62.105,47.6,0,-9.96,0.0063
2019-09-09 13:30:00,251.9,50.6,0,3.94,62.962,50,0,-9.96,0.0063
2019-09-09 14:00:00,979.4,185.6,0,3.38,68.999,46,0,-9.34,0.0063
2019-09-09 14:30:00,950.6,184.4,0.56,6.76,69.858,37,0,-9.46,0.0063
2019-09-09 15:00:00,871.9,154.4,0.56,5.08,69.514,32.4,0,-10.08,0.0063
2019-09-09 15:30:00,156.9,55.6,0.56,7.9,66.943,33,0,-9.84,0.0063
2019-09-09 16:00:00,158.1,55.6,0.56,5.08,65.658,34.9,0,-9.59,0.0063
2019-09-09 16:30:00,200.6,49.4,0,5.08,65.872,35.5,0,-9.34,0.0063
2019-09-09 17:00:00,116.9,24.4,0,4.5,62.533,34.1,0,-9.46,0.0063
2019-09-09 17:30:00,129.4,30.6,0,5.64,63.475,34.5,0,-9.46,0.0063
2019-09-09 18:00:00,220.6,31.9,0,5.64,62.875,34.3,0,-9.59,0.0063
2019-09-09 18:30:00,34.4,9.4,0,2.26,59.401,38.3,0,-10.08,0.0063
2019-09-09 19:00:00,19.4,4.4,0,0.56,57.376,44.7,0,-9.71,0.0063
2019-09-09 19:30:00,0.6,0.6,0,0,54.255,51.7,0,-9.21,0.0063
2019-09-09 20:00:00,0.6,0.6,0,0,50.974,57.2,0,-8.97,0.0063
2019-09-09 20:30:00,0.6,0.6,0,0,49.073,62.8,0,-9.46,0.0063
2019-09-09 21:00:00,0.6,0.6,0,0,47.422,67.3,0,-9.84,0.0063
2019-09-09 21:30:00,0.6,0.6,0,0,48.628,67.6,0,-9.71,0.0063
2019-09-09 22:00:00,0.6,0.6,0,0,47.244,72.6,0,-9.96,0.0063
2019-09-09 22:30:00,0.6,0.6,0,0,44.127,78.8,0,-9.46,0.0063
2019-09-09 23:00:00,0.6,0.6,0,0,42.064,83.8,0,-9.46,0.0063
2019-09-09 23:30:00,0.6,0.6,0,0,40.626,86.6,0,-9.21,0.0063
2019-09-10 00:00:00,0.6,0.6,0,0,39.313,88.1,0,-9.34,0.0063
2019-09-10 00:30:00,0.6,0.6,0,0,38.7,89.7,0,-9.09,0.0063
2019-09-10 01:00:00,0.6,0.6,0,0,38.273,90.2,0,-9.09,0.0063
2019-09-10 01:30:00,0.6,0.6,0,0,38.464,90.4,0,-9.09,0.0063
2019-09-10 02:00:00,0.6,0.6,0,0,38.226,90.7,0,-8.97,0.0063
2019-09-10 02:30:00,0.6,0.6,0,0,37.225,90.8,0,-9.34,0.0063
2019-09-10 03:00:00,0.6,0.6,0,0,35.782,91.5,0,-8.97,0.0063
2019-09-10 03:30:00,0.6,0.6,0,0,35.055,91.9,0,-8.97,0.0063
2019-09-10 04:00:00,0.6,0.6,0,0,34.32,92.3,0,-9.34,0.0063
2019-09-10 04:30:00,0.6,0.6,0,0,33.831,92.6,0,-9.34,0.0063
2019-09-10 05:00:00,0.6,0.6,0,0,34.81,93.1,0,-9.09,0.0063
2019-09-10 05:30:00,0.6,0.6,0,0,35.298,93.4,0,-9.09,0.0063
2019-09-10 06:00:00,0.6,0.6,0,0,36.842,93.6,0,-9.09,0.0063
2019-09-10 06:30:00,0.6,0.6,0,0,37.846,93.5,0,-9.59,0.0063
2019-09-10 07:00:00,3.1,0.6,0,0,38.606,94.3,0,-8.22,0.0063
2019-09-10 07:30:00,13.1,1.9,0,0,39.69,95.3,0,-8.35,0.0063
2019-09-10 08:00:00,48.1,9.4,0,0,41.463,95.4,0,-8.22,0.0063
2019-09-10 08:30:00,76.9,15.6,0,0,43.99,95.6,0,-8.47,0.0063
2019-09-10 09:00:00,80.6,16.9,0,0,46.076,95.2,0,-8.47,0.0063
2019-09-10 09:30:00,71.9,15.6,0,0,48.405,93.4,0,-8.59,0.0063
2019-09-10 10:00:00,129.4,28.1,0,0,49.471,90.4,0,-8.35,0.0063
2019-09-10 10:30:00,213.1,56.9,0,2.82,52.16,84.7,0,-9.46,0.0063
2019-09-10 11:00:00,325.6,68.1,0.56,7.31,54.604,73.4,0,-9.96,0.0063
2019-09-10 11:30:00,310.6,63.1,0,5.64,54.777,68.6,0,-9.21,0.0063
2019-09-10 12:00:00,444.4,90.6,0.56,3.94,55.342,70.1,0,-9.34,0.0063
2019-09-10 12:30:00,415.6,85.6,0,3.38,56.556,66.6,0,-8.97,0.0063
2019-09-10 13:00:00,74.4,13.1,0,5.64,48.895,67.2,0.02,-8.35,0.0063
2019-09-10 13:30:00,304.4,56.9,0,2.26,50.002,85.4,0.01,-9.46,0.0063
2019-09-10 14:00:00,266.9,54.4,0,1.12,52.947,84.8,0,-9.34,0.0063
2019-09-10 14:30:00,121.9,24.4,0,1.7,52.992,81.4,0,-9.09,0.0063
2019-09-10 15:00:00,71.9,13.1,0,2.26,50.752,79.9,0,-9.34,0.0063
2019-09-10 15:30:00,173.1,34.4,0,1.12,51.458,85.3,0,-9.21,0.0063
2019-09-10 16:00:00,129.4,28.1,0,1.12,53.209,83,0,-9.46,0.0063
2019-09-10 16:30:00,125.6,25.6,0,5.64,54.865,75.4,0,-9.59,0.0063
2019-09-10 17:00:00,101.9,20.6,0,2.82,52.772,78.1,0,-9.09,0.0063
2019-09-10 17:30:00,83.1,38.1,0,0.56,52.992,78.9,0,-9.34,0.0063
2019-09-10 18:00:00,105.6,24.4,0,0.56,54.255,75.1,0,-9.46,0.0063
2019-09-10 18:30:00,41.9,8.1,0,0.56,53.209,73,0,-9.46,0.0063
2019-09-10 19:00:00,14.4,1.9,0,0,49.028,76.8,0,-9.34,0.0063
2019-09-10 19:30:00,0.6,0.6,0,0,46.076,85.9,0,-9.09,0.0063
2019-09-10 20:00:00,0.6,0.6,0,0,43.579,90,0,-8.84,0.0063
2019-09-10 20:30:00,0.6,0.6,0,0,41.832,92.1,0,-8.59,0.0063
2019-09-10 21:00:00,0.6,0.6,0,0,40.158,93.2,0,-8.72,0.0063
2019-09-10 21:30:00,0.6,0.6,0,0,38.842,93.8,0,-8.35,0.0063
2019-09-10 22:00:00,0.6,0.6,0,0,37.798,94.4,0,-8.1,0.0063
2019-09-10 22:30:00,0.6,0.6,0,0,36.505,94.7,0,-8.22,0.0063
2019-09-10 23:00:00,0.6,0.6,0,0,35.395,95.2,0,-8.22,0.0063
2019-09-10 23:30:00,0.6,0.6,0,0,34.32,95.5,0,-8.22,0.0063
2019-09-11 00:00:00,0.6,0.6,0,0,33.237,95.9,0,-8.22,0.0063
2019-09-11 00:30:00,0.6,0.6,0,0,32.542,96.2,0,-8.22,0.0063
